tweet,text_cl,text_lm,sentiment
@JustinPollard I think I might just go straight to staring blankly at a wall... I'm beginning to think the wall is my &quot;muse&quot; ,user i think i might just go straight to staring blankly at a wall i am beginning to think the wall is my muse,user think go straight staring blankly wall beginning think wall muse,1
@vpyp you just want to see how to mould your hair to be more Spock-like right.... ,user you just want to see how to mould your hair to be more spock like right,user want see mould hair spock like right,1
"@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not.",user the freezer worthy user has already given it her scholarly attention but i suppose another set of eyes could hurt not,user freezer worthy user already given scholarly attention suppose another set eye hurt not,1
@_BSoN_ Sometimes I drive from my bedroom to the bathroom. ,user sometimes i drive from my bedroom to the bathroom,user sometimes drive bedroom bathroom,1
i think i'm gonna go to bed earlier tonight...night twitters! ,i think i am going to go to bed earlier tonight night twitters,think going go bed earlier tonight night twitter,1
@phyllig MTV Movie Awards. Go vote! STAT ,user mtv movie awards go vote stat,user mtv movie award go vote stat,1
#myweakness @charlieskies smile ,hashtag user smile,hashtag user smile,1
So what's everyone up to tonight? ,so what is everyone up to tonight,everyone tonight,1
"Lines, Vines &amp; Trying Times comes out in less than 2 hours!  So excited ",lines vines trying times comes out in less than hours so excited,line vine trying time come le hour excited,1
I got a second order free from jack n the box   This is the second time ive  gotte bad service in the vlly.,i got a second order free from jack n the box this is the second time i have gotte bad service in the vlly,got second order free jack box second time gotte bad service vlly,1
is looking forward to going to Stara Tura! ,is looking forward to going to stara tura,looking forward going stara tura,1
super tired from valley gonna catch some zzz's..takn some classes in da afternoon   IN FIREFIGHTER PARADISE,super tired from valley going to catch some s takn some classes in da afternoon in firefighter paradise,super tired valley going catch takn class da afternoon firefighter paradise,1
@Oh_Yeah_Big_J Lauren and I are meeting! ,user lauren and i are meeting,user lauren meeting,1
@MayakashiNinja lol yeah. I have a few famous people on my twitter. Few cute people too. ,user i have a few famous people on my twitter few cute people too,user famous people twitter cute people,1
"@d_archer Not bad, Optician told me left eye got better but right eye got worse :S lol, Then met up wi friends  wbu?",user not bad optician told me left eye got better but right eye got worse s then met up wi friends wbu,user not bad optician told left eye got better right eye got worse met wi friend wbu,1
@cynthiasant0s i miss u too cynthia! i cant wait till ur home tomorrow too! hey! meet me at church at 5 if u can... ,user i miss you too cynthia i can not wait till your home tomorrow too hey meet me at church at if you can,user miss cynthia not wait till home tomorrow hey meet church,1
@swannny You knows it! ,user you knows it,user know,1
"http://twitpic.com/6gdyq - Had nothing to do, so made this ",url had nothing to do so made this,url nothing made,1
wtf? http://bit.ly/yTFay   I think Baby Be-pop will be my next read ,url i think baby be pop will be my next read,url think baby pop next read,1
@mgbianc Thanks for the retweet. Common error is to miss the frivolous T in my last name. ,user thanks for the retweet common error is to miss the frivolous t in my last name,user thanks retweet common error miss frivolous last name,1
Drinking with chelsea!!! ,drinking with chelsea,drinking chelsea,1
Wow 50 followers  norak amat yak gua,followers norak amat yak gua,follower norak amat yak gua,1
@BigzFlygerian i swear right now im jus singing that song in my head...send it to my email...i need that closer...lol ,user i swear right now i am jus singing that song in my head send it to my email i need that closer,user swear right jus singing song head send email need closer,1
There's a week-long Thai festival just outside our offices. http://lebenskunst-wissen.univie.ac.at/ Looking forward to Thai food. ,there is a week long thai festival just outside our offices url looking forward to thai food,week long thai festival outside office url looking forward thai food,1
@discodinosaur i'm sure they'll warm up tp you ,user i am sure they will warm up tp you,user sure warm tp,1
@CDBlock well you know what they say &quot;nothing good ever happens after midnight&quot; ,user well you know what they say nothing good ever happens after midnight,user well know say nothing good ever happens midnight,1
"So Friday Night, So Friday Tight... Except, its Monday today!  waha!!! http://plurk.com/p/110az7",so friday night so friday tight except it is monday today waha url,friday night friday tight except monday today waha url,1
http://twitpic.com/691zf - ... from the stairs ,url from the stairs,url stair,1
@mattpro13 hahaha  alright then its settled. we have a panera date! ,user ha alright then it is settled we have a panera date,user ha alright settled panera date,1
"@markstanley - Good point, yes, we need to send the download link to the email address provided in the first step - oops.  Wow.  ",user good point yes we need to send the download link to the email address provided in the first step oops,user good point yes need send download link email address provided first step oops,1
"Joy, love and laughter - combined with a bunch of directed dedication and laser focused action - the worlds best quick 'results' combo  .",joy love and laughter combined with a bunch of directed dedication and laser focused action the worlds best quick results combo,joy love laughter combined bunch directed dedication laser focused action world best quick result combo,1
@troyredington A wheel fell off the wagon. Takes a little time to repair ,user a wheel fell off the wagon takes a little time to repair,user wheel fell wagon take little time repair,1
@UhHuhHerMusic hmmmm I'm guessing this is Cam!!! ,user mm i am guessing this is cam,user mm guessing cam,1
"Life keeps throwing lemons at me. First the midterm, now MP3's out of juice... Whatever! LG- life's good ",life keeps throwing lemons at me first the midterm now mp s out of juice whatever lg life s good,life keep throwing lemon first midterm mp juice whatever lg life good,1
"http://twitpic.com/6rh8c - SURPRISE TINA! @misstinabrown, like my hair ",url surprise tina user like my hair,url surprise tina user like hair,1
time to home ,time to home,time home,1
@drummerg217 Yipee for Burn Notice!  I just saw that they're having a marathon of Season 1 &amp; Season 2 soon.  Oops! Hope you're liking it!,user yipee for burn notice i just saw that they are having a marathon of season season soon oops hope you are liking it,user yipee burn notice saw marathon season season soon oops hope liking,1
@thelast1uthink ZOMG SO CUTE MATT. shit thats a good movie ,user zgod so cute matt shit that is a good movie,user zgod cute matt shit good movie,1
